Issue key,Issue id,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Labels,Components,Created,Updated,Fix Version/s,Sprint,Story Points,Epic Link,Description,Comments Count,PR Count,Attachment Count,Linked Bugs Count,Words in Description,Has Metric Number
DP-47,10047,Security headers on FastAPI,Spike,Done,Low,Done,DevOps,Osman Turalioglu,,ml,2025-07-06 22:00,2025-07-12 22:00,1.3,Sprint 3,5,DP-1,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show security headers on fastapi results.

—
As a Engineering Manager, I need **security headers on fastapi** so that it standardizes deck structure across teams.
Value & Metric: Expected impact **≥4.7/5 stakeholder clarity**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 3', and show the output slide where **Security headers on FastAPI** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **inconsistent Story Point usage across teams**. Components: ml.

Value: removes blocker for sales demo; improves predictability vs. reported metrics.
Metric: −30 mins per sprint.
Demo: filter by component, export PPTX, then compare MD and JSON order.",6,3,3,1,193,1
DP-48,10048,CI: E2E smoke via FastAPI,Story,Done,Medium,Done,DevOps,Osman Turalioglu,docs;security,backend;export,2025-07-04 01:00,2025-07-10 01:00,1.3,Sprint 3,2,DP-7,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show ci: e2e smoke via fastapi results.

—
As a Support Analyst, I need **ci: e2e smoke via fastapi** so that it reduces manual prep time for demos.
Value & Metric: Expected impact **≤±5% predictability error**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 3', and show the output slide where **CI: E2E smoke via FastAPI** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **inconsistent Story Point usage across teams**. Components: backend;export.

Note: standard progress update; validate fields and links; no KPI change expected.",1,2,1,1,181,1
DP-49,10049,PR link ingestion & dedup,Story,Done,Medium,Done,Osman Turalioglu,Osman Turalioglu,tech-debt,export;ui,2025-07-16 02:00,2025-07-23 02:00,1.4,Sprint 4,8,DP-2,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Customer Success Manager, I need **pr link ingestion & dedup** so that it surfaces risk and follow‑ups early.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **inconsistent Story Point usage across teams**. Components: export;ui.

Context: routine maintenance aligning with internal standards. No direct user-facing changes this iteration.",0,0,0,0,136,0
DP-50,10050,Bug: 401 after token refresh expiry,Story,Done,Lowest,Done,Frontend Lead,Osman Turalioglu,customer-impact,export,2025-07-19 23:00,2025-07-25 23:00,1.4,Sprint 4,2,DP-6,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Support Analyst, I need **bug: 401 after token refresh expiry** so that it improves predictability against reported metrics.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **token refresh edge cases**. Components: export.

Context: routine maintenance aligning with internal standards. Minimal impact on demo narrative this cycle.",0,1,2,0,135,0
DP-51,10051,Bug: label parsing for semicolons,Story,Done,Low,Done,Frontend Lead,Osman Turalioglu,,integration,2025-07-19 16:00,2025-07-22 16:00,1.4,Sprint 4,2,DP-8,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Support Analyst, I need **bug: label parsing for semicolons** so that it reduces manual prep time for demos.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **field mapping drifts after JIRA updates**. Components: integration.

Context: minor config harmonization across environments. No measurable stakeholder effect recorded this sprint.",0,1,0,0,136,0
DP-52,10052,Normalize JIRA fields for ranking,Task,Done,Medium,Done,Frontend Lead,Osman Turalioglu,,export;ml,2025-07-16 14:00,2025-07-17 14:00,1.4,Sprint 4,2,DP-8,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show normalize jira fields for ranking results.

—
As a Customer Success Manager, I need **normalize jira fields for ranking** so that it enables one‑click artifact generation (PPTX/MD/JSON).
Value & Metric: Expected impact **−35% context switching during prep**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 4', and show the output slide where **Normalize JIRA fields for ranking** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **inconsistent Story Point usage across teams**. Components: export;ml.

Value: enables faster executive reviews; improves predictability vs. reported metrics.
Metric: +25% reviewer throughput.
Demo: filter by component, export PPTX, then compare MD and JSON order.",3,2,1,3,197,1
DP-53,10053,Add per-item explainability strings,Bug,Done,Low,Done,Frontend Lead,Osman Turalioglu,performance,backend;integration,2025-07-18 02:00,2025-07-20 02:00,1.4,Sprint 4,2,DP-4,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Customer Success Manager, I need **add per-item explainability strings** so that it reduces manual prep time for demos.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **rate limiting during peak hours**. Components: backend;integration.

Context: documentation alignment and comments cleanup. Minimal impact on demo narrative this cycle.",5,1,1,0,135,0
DP-54,10054,Normalize JIRA fields for ranking,Story,Done,Medium,Done,Backend Lead,Osman Turalioglu,,backend;integration,2025-07-17 21:00,2025-07-21 21:00,1.4,Sprint 4,8,DP-3,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show normalize jira fields for ranking results.

—
As a Product Owner, I need **normalize jira fields for ranking** so that it reduces manual prep time for demos.
Value & Metric: Expected impact **−60% slide creation time**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 4', and show the output slide where **Normalize JIRA fields for ranking** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **token refresh edge cases**. Components: backend;integration.

Note: standard progress update; validate fields and links; no KPI change expected.",6,1,3,0,180,1
DP-55,10055,JSON artifact writer (stable schema),Story,Done,Medium,Done,Data/ML,Osman Turalioglu,,integration,2025-07-19 00:00,2025-07-25 00:00,1.4,Sprint 4,2,DP-2,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Sprint Demo Stakeholder, I need **json artifact writer (stable schema)** so that it improves predictability against reported metrics.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **token refresh edge cases**. Components: integration.

Context: documentation alignment and comments cleanup. Internal-only change with limited visibility.",3,1,1,0,132,0
DP-56,10056,Ranker baseline (tf-idf + heuristics),Task,Done,Highest,Done,Data/ML,Osman Turalioglu,customer-impact,integration,2025-07-16 03:00,2025-07-17 03:00,1.4,Sprint 4,3,DP-5,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a QA Lead, I need **ranker baseline (tf-idf + heuristics)** so that it improves predictability against reported metrics.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **field mapping drifts after JIRA updates**. Components: integration.

Context: documentation alignment and comments cleanup. Internal-only change with limited visibility.",1,0,0,0,133,0
DP-57,10057,Perf: Cache JIRA field lookups,Task,Done,Medium,Done,Data/ML,Osman Turalioglu,,backend,2025-07-14 20:00,2025-07-18 20:00,1.4,Sprint 4,3,DP-6,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show perf: cache jira field lookups results.

—
As a Engineering Manager, I need **perf: cache jira field lookups** so that it surfaces risk and follow‑ups early.
Value & Metric: Expected impact **+25% reviewer throughput**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 4', and show the output slide where **Perf: Cache JIRA field lookups** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **field mapping drifts after JIRA updates**. Components: backend.

Note: standard progress update; validate fields and links; no KPI change expected.",6,1,1,0,180,1
DP-58,10058,PR link ingestion & dedup,Story,Done,Medium,Done,DevOps,Osman Turalioglu,,integration;ui,2025-07-14 17:00,2025-07-16 17:00,1.4,Sprint 4,2,DP-5,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Product Owner, I need **pr link ingestion & dedup** so that it improves predictability against reported metrics.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **rate limiting during peak hours**. Components: integration;ui.

Context: general refactor to simplify module boundaries. Minimal impact on demo narrative this cycle.",5,1,1,0,135,0
DP-59,10059,PR link ingestion & dedup,Story,Done,Low,Done,DevOps,Osman Turalioglu,performance,auth;ml,2025-07-18 21:00,2025-07-22 21:00,1.4,Sprint 4,1,DP-5,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Product Owner, I need **pr link ingestion & dedup** so that it improves traceability between Epics and Stories.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **field mapping drifts after JIRA updates**. Components: auth;ml.

Context: routine maintenance aligning with internal standards. Minimal impact on demo narrative this cycle.",3,1,0,1,137,0
DP-60,10060,PPTX master & slide layouts,Story,Done,Low,Done,DevOps,Osman Turalioglu,customer-impact,integration,2025-07-18 06:00,2025-07-20 06:00,1.4,Sprint 4,5,DP-7,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show pptx master & slide layouts results.

—
As a Support Analyst, I need **pptx master & slide layouts** so that it improves traceability between Epics and Stories.
Value & Metric: Expected impact **−35% context switching during prep**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 4', and show the output slide where **PPTX master & slide layouts** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **token refresh edge cases**. Components: integration.

Value: enables faster executive reviews; improves predictability vs. reported metrics.
Metric: −30 mins per sprint.
Demo: filter by component, export PPTX, then compare MD and JSON order.",5,3,1,2,196,1
DP-61,10061,UI: Quick download panel,Story,Done,Highest,Done,Osman Turalioglu,Osman Turalioglu,customer-impact,ui,2025-07-30 10:00,2025-08-06 10:00,1.5,Sprint 5,3,DP-4,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show ui: quick download panel results.

—
As a Sprint Demo Stakeholder, I need **ui: quick download panel** so that it improves traceability between Epics and Stories.
Value & Metric: Expected impact **−30 mins per sprint on average**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 5', and show the output slide where **UI: Quick download panel** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **CSV/attachment encoding issues**. Components: ui.

Value: improves stakeholder clarity; cuts context switches.
Metric: ≤±5% predictability error.
Demo: filter by component, export PPTX, then compare MD and JSON order.",4,2,1,0,190,1
DP-62,10062,Attachment parsing & mime handling,Story,Done,High,Done,Osman Turalioglu,Osman Turalioglu,performance;security,ml,2025-07-31 12:00,2025-08-06 12:00,1.5,Sprint 5,1,DP-5,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show attachment parsing & mime handling results.

—
As a Engineering Manager, I need **attachment parsing & mime handling** so that it surfaces risk and follow‑ups early.
Value & Metric: Expected impact **−60% slide creation time**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 5', and show the output slide where **Attachment parsing & mime handling** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **token refresh edge cases**. Components: ml.

Value: high visibility for leadership demos; improves predictability vs. reported metrics.
Metric: −30 mins per sprint.
Demo: open the app, select the current sprint, and show the KPI slide.",3,2,4,0,196,1
DP-63,10063,Normalize JIRA fields for ranking,Story,Done,Medium,Done,Osman Turalioglu,Osman Turalioglu,docs,ml,2025-07-28 12:00,2025-08-04 12:00,1.5,Sprint 5,2,DP-8,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show normalize jira fields for ranking results.

—
As a Support Analyst, I need **normalize jira fields for ranking** so that it improves predictability against reported metrics.
Value & Metric: Expected impact **+25% reviewer throughput**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 5', and show the output slide where **Normalize JIRA fields for ranking** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **missing Epic Link on migrated items**. Components: ml.

Note: standard progress update; validate fields and links; no KPI change expected.",3,1,2,2,180,1
DP-64,10064,Add per-item explainability strings,Task,Done,Highest,Done,Osman Turalioglu,Osman Turalioglu,docs,integration;ml,2025-08-01 01:00,2025-08-02 01:00,1.5,Sprint 5,2,DP-8,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a QA Lead, I need **add per-item explainability strings** so that it de‑duplicates overlapping tickets and PR links.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **inconsistent Story Point usage across teams**. Components: integration;ml.

Context: small internal reliability improvements. Minimal impact on demo narrative this cycle.",0,1,2,0,134,0
DP-65,10065,Add per-item explainability strings,Story,Done,High,Done,Frontend Lead,Osman Turalioglu,tech-debt,backend,2025-07-30 16:00,2025-08-04 16:00,1.5,Sprint 5,8,DP-2,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show add per-item explainability strings results.

—
As a Support Analyst, I need **add per-item explainability strings** so that it de‑duplicates overlapping tickets and PR links.
Value & Metric: Expected impact **≥4.7/5 stakeholder clarity**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 5', and show the output slide where **Add per-item explainability strings** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **field mapping drifts after JIRA updates**. Components: backend.

Note: standard progress update; validate fields and links; no KPI change expected.",2,0,0,0,178,1
DP-66,10066,Narration: plain-English summary,Story,Done,Medium,Done,Backend Lead,Osman Turalioglu,docs;performance,backend,2025-07-29 17:00,2025-07-31 17:00,1.5,Sprint 5,3,DP-8,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show narration: plain-english summary results.

—
As a Sprint Demo Stakeholder, I need **narration: plain-english summary** so that it reduces manual prep time for demos.
Value & Metric: Expected impact **−60% slide creation time**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 5', and show the output slide where **Narration: plain-English summary** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **inconsistent Story Point usage across teams**. Components: backend.

Value: improves stakeholder clarity; raises reviewer throughput.
Metric: −60% slide creation time.
Demo: reveal 'Why it matters' text and highlight the metric callout on the slide.",5,1,2,3,191,1
DP-67,10067,Bug: 401 after token refresh expiry,Task,Done,Lowest,Done,Backend Lead,Osman Turalioglu,customer-impact,export;ui,2025-07-29 21:00,2025-08-02 21:00,1.5,Sprint 5,2,DP-2,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a Sprint Demo Stakeholder, I need **bug: 401 after token refresh expiry** so that it enables one‑click artifact generation (PPTX/MD/JSON).


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **field mapping drifts after JIRA updates**. Components: export;ui.

Context: routine maintenance aligning with internal standards. No measurable stakeholder effect recorded this sprint.",1,0,2,1,138,0
DP-68,10068,Bug: label parsing for semicolons,Story,Done,Medium,Done,Backend Lead,Osman Turalioglu,tech-debt,ml,2025-08-02 16:00,2025-08-03 16:00,1.5,Sprint 5,3,DP-1,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show bug: label parsing for semicolons results.

—
As a Product Owner, I need **bug: label parsing for semicolons** so that it reduces manual prep time for demos.
Value & Metric: Expected impact **−60% slide creation time**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 5', and show the output slide where **Bug: label parsing for semicolons** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **token refresh edge cases**. Components: ml.

Value: direct customer-facing impact; reduces prep time.
Metric: ≤±5% predictability error.
Demo: reveal 'Why it matters' text and highlight the metric callout on the slide.",3,1,1,1,193,1
DP-69,10069,Integration tests for exporters,Story,Done,Highest,Done,Data/ML,Osman Turalioglu,,export,2025-07-29 07:00,2025-08-02 07:00,1.5,Sprint 5,8,DP-8,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show integration tests for exporters results.

—
As a QA Lead, I need **integration tests for exporters** so that it standardizes deck structure across teams.
Value & Metric: Expected impact **≥4.7/5 stakeholder clarity**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 5', and show the output slide where **Integration tests for exporters** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **rate limiting during peak hours**. Components: export.

Value: improves stakeholder clarity; cuts context switches.
Metric: ≥4.6/5 CSAT.
Demo: filter by component, export PPTX, then compare MD and JSON order.",5,1,3,2,186,1
DP-70,10070,Markdown generator (ordered with PPTX),Task,Done,Highest,Done,DevOps,Osman Turalioglu,performance;security,integration,2025-07-31 14:00,2025-08-06 14:00,1.5,Sprint 5,2,DP-1,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines
Demo: show markdown generator (ordered with pptx) results.

—
As a Product Owner, I need **markdown generator (ordered with pptx)** so that it enables one‑click artifact generation (PPTX/MD/JSON).
Value & Metric: Expected impact **+25% reviewer throughput**; evidence captured in Markdown & JSON artifacts.
Demo Script: open the generator, select 'Sprint 5', and show the output slide where **Markdown generator (ordered with PPTX)** is reflected with reasons.
Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **field mapping drifts after JIRA updates**. Components: integration.

Value: high visibility for leadership demos; raises reviewer throughput.
Metric: −60% slide creation time.
Demo: click 'Generate', review top-ranked items with reasons, and show the PPTX preview.",6,3,2,2,195,1
DP-71,10071,Bug: label parsing for semicolons,Task,Done,Medium,Done,DevOps,Osman Turalioglu,,backend,2025-08-02 23:00,2025-08-06 23:00,1.5,Sprint 5,2,DP-1,"Why it matters: improves demo prep speed and clarity.
Acceptance Criteria:
- Clear value statement
- Traceability to Epic
- Demo script lines


—
As a QA Lead, I need **bug: label parsing for semicolons** so that it surfaces risk and follow‑ups early.


Acceptance Criteria:
- AC1: Clear 'why it matters' sentence present.
- AC2: Links/Epics resolved; fields normalized.
- AC3: Slide text ≤ 40 words; jargon minimized.
- AC4: JSON includes `reason`, `kpi`, and `slide_id`.
- Acceptance: measurable outcome recorded in JSON and shown on PPTX KPI slide.
Test Notes: verified happy path and a negative path; attached screenshot where relevant; added small dataset to reproduce edge cases.
Risk & Dependency: Watch for **CSV/attachment encoding issues**. Components: backend.

Context: small internal reliability improvements. No measurable stakeholder effect recorded this sprint.",4,0,2,1,131,0
